Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2014-10-10,Sale,7.4,24.3,0.0,,,WSW,44.0,NW,W,7.0,20.0,85.0,45.0,1015.5,1013.1,6.0,7.0,13.0,23.1,No,No
2014-10-10,Adelaide,15.4,32.1,0.0,5.8,,WSW,35.0,SW,NW,6.0,11.0,27.0,10.0,1012.7,1009.6,,,21.8,31.7,No,No
2014-10-10,Portland,11.0,24.8,0.0,4.6,10.0,W,41.0,N,WNW,15.0,22.0,52.0,38.0,1010.9,1009.7,,,17.2,23.4,No,No
2014-10-10,Woomera,15.4,28.7,0.0,,,SW,57.0,NNE,WSW,26.0,28.0,9.0,24.0,1010.8,1009.5,,,21.8,27.4,No,No
2014-10-10,Brisbane,14.9,25.4,0.0,8.0,9.9,NE,24.0,NW,NE,6.0,11.0,58.0,50.0,1020.8,1016.7,4.0,1.0,21.6,24.0,No,No
2014-10-10,Mildura,11.0,31.8,0.0,5.6,7.9,N,39.0,NNE,NW,15.0,11.0,24.0,7.0,1014.7,1011.5,6.0,5.0,18.0,30.3,No,No
2014-10-10,Perth,11.1,22.3,0.0,5.4,11.7,SW,31.0,SE,SSW,6.0,15.0,63.0,51.0,1024.0,1020.5,0.0,1.0,17.5,21.7,No,No
2014-10-10,Uluru,16.4,34.1,0.0,,,S,43.0,S,SSW,24.0,13.0,27.0,8.0,1014.7,1010.2,,,23.5,32.8,No,No
2014-10-10,Tuggeranong,2.2,21.9,0.0,,,,,SSW,NNW,6.0,15.0,77.0,34.0,1019.1,1015.1,,,9.9,21.6,No,
2014-10-10,Hobart,10.7,23.1,0.0,4.2,4.7,NW,52.0,NNW,NNW,17.0,19.0,61.0,36.0,1011.9,1007.9,7.0,6.0,12.6,21.6,No,No
2014-10-10,Watsonia,10.1,23.9,0.2,5.8,3.9,N,35.0,ENE,N,9.0,13.0,61.0,45.0,1014.9,1012.8,7.0,7.0,16.5,20.5,No,No
2014-10-10,Penrith,10.3,27.4,0.0,,,E,28.0,SSE,NNE,9.0,7.0,72.0,31.0,,,,,16.1,26.1,No,No
2014-10-10,Ballarat,8.3,22.6,0.0,,,N,46.0,NNE,NNE,28.0,35.0,59.0,41.0,1015.8,1012.5,8.0,1.0,13.6,19.6,No,No
2014-10-10,Nhil,9.5,30.8,0.0,,,WNW,57.0,E,WNW,7.0,28.0,40.0,13.0,1013.8,1010.1,,,15.1,29.0,No,No
2014-10-10,BadgerysCreek,8.7,26.3,0.0,,,E,30.0,S,N,4.0,11.0,77.0,34.0,1019.5,1014.3,,,15.6,25.3,No,No
2014-10-10,WaggaWagga,6.0,25.8,0.0,5.0,10.4,ENE,20.0,ESE,E,11.0,4.0,69.0,20.0,1018.5,1014.7,7.0,5.0,11.7,25.3,No,No
2014-10-10,PearceRAAF,6.4,23.7,0.0,,11.7,S,33.0,SSW,SSW,6.0,19.0,83.0,42.0,1023.7,1020.0,0.0,,16.9,22.7,No,No
2014-10-10,Albury,7.6,23.6,0.0,,,E,19.0,,SE,0.0,11.0,82.0,49.0,1018.5,1014.8,4.0,6.0,11.5,22.7,No,No
2014-10-10,Moree,14.7,29.9,,,,N,43.0,NNE,NNE,31.0,15.0,57.0,27.0,1019.1,1013.7,,1.0,19.6,29.0,,
2014-10-10,MountGambier,9.0,27.1,0.0,4.6,10.0,W,41.0,N,WSW,19.0,26.0,39.0,27.0,1010.7,1009.4,4.0,1.0,17.8,25.4,No,No
2014-10-10,PerthAirport,8.1,23.4,0.0,5.4,11.7,W,33.0,S,SW,11.0,17.0,63.0,41.0,1024.2,1020.3,0.0,1.0,16.7,22.9,No,No
2014-10-10,Darwin,24.4,34.1,0.0,6.2,11.1,NW,33.0,N,NNW,9.0,19.0,52.0,47.0,1012.8,1009.0,3.0,2.0,30.8,32.0,No,No
2014-10-10,CoffsHarbour,14.9,23.7,0.0,,,,,,,,,58.0,60.0,,,,,21.6,22.4,No,No
2014-10-10,NorahHead,14.7,22.6,0.0,,,NE,50.0,N,NE,9.0,30.0,71.0,74.0,1019.1,1015.4,,,18.6,20.3,No,No
2014-10-10,Newcastle,11.5,26.0,0.0,,,,,,,0.0,,76.0,,,,0.0,,16.6,,No,No
2014-10-10,Townsville,22.5,29.1,0.0,9.8,10.6,NE,39.0,E,ENE,22.0,28.0,64.0,57.0,1017.0,1013.2,6.0,2.0,26.5,27.8,No,No
2014-10-10,Canberra,0.4,22.1,0.2,,,N,31.0,,NW,0.0,13.0,80.0,36.0,1019.3,1015.7,,,10.3,21.3,No,No
2014-10-11,PerthAirport,7.3,21.3,0.0,6.0,9.6,SW,39.0,SSW,SSW,22.0,28.0,60.0,53.0,1020.7,1018.1,7.0,5.0,17.3,18.9,No,No
2014-10-11,SydneyAirport,14.5,29.0,0.0,5.4,11.1,NNE,37.0,NW,ENE,17.0,24.0,54.0,77.0,1016.6,1013.8,1.0,1.0,20.6,22.2,No,No
2014-10-11,Moree,17.3,31.1,,,,NE,44.0,NE,NNW,31.0,9.0,55.0,27.0,1017.3,1013.4,,3.0,20.9,29.4,,
2014-10-11,Melbourne,13.9,21.6,0.0,6.2,7.5,N,41.0,WSW,SSE,11.0,19.0,70.0,45.0,1016.3,1014.1,,,15.1,21.2,No,No
2014-10-11,Perth,9.7,21.0,0.0,6.0,9.6,SW,33.0,SSW,SW,11.0,17.0,64.0,51.0,1020.6,1018.1,7.0,5.0,17.7,19.5,No,No
2014-10-11,Cairns,20.8,29.4,0.0,9.8,10.8,ENE,33.0,E,NE,11.0,20.0,55.0,53.0,1016.4,1013.1,1.0,1.0,27.5,28.5,No,No
2014-10-11,Canberra,3.1,26.6,0.0,,,NNW,41.0,SW,NNW,4.0,24.0,58.0,22.0,1018.1,1015.0,,1.0,13.5,25.8,No,No
2014-10-11,Portland,11.4,16.3,0.0,7.0,8.0,W,33.0,SW,W,17.0,20.0,73.0,67.0,1016.8,1015.2,,,12.9,15.3,No,No
2014-10-11,Nhil,10.0,26.6,0.0,,,S,39.0,SSW,SW,20.0,13.0,69.0,24.0,1016.0,1013.3,,,13.6,24.4,No,No
2014-10-11,Launceston,6.2,18.6,0.0,,,N,41.0,NNW,NNW,11.0,24.0,92.0,61.0,,,,,12.5,17.6,No,No
2014-10-11,Katherine,26.5,39.9,0.0,8.0,,NW,33.0,NNW,NW,15.0,7.0,42.0,25.0,1013.0,1007.7,0.0,5.0,31.0,39.0,No,No
2014-10-11,Dartmoor,10.7,20.8,0.0,7.0,8.0,SSW,31.0,,SW,0.0,11.0,80.0,56.0,1017.1,1014.5,,,13.1,19.9,No,No
2014-10-11,Woomera,13.4,29.1,0.0,,,SW,57.0,S,SSW,33.0,22.0,62.0,23.0,1015.2,1011.6,,,15.8,26.9,No,No
2014-10-11,Watsonia,13.0,22.0,0.0,6.2,7.5,WSW,26.0,WSW,SSE,9.0,9.0,84.0,53.0,1016.2,1014.0,7.0,6.0,14.6,21.3,No,No
2014-10-11,Ballarat,5.6,21.3,0.0,,,SSE,26.0,S,SSE,15.0,11.0,98.0,53.0,1016.5,1014.4,8.0,,9.8,19.3,No,No
2014-10-11,BadgerysCreek,9.5,30.8,0.0,,,ENE,33.0,,ESE,0.0,13.0,70.0,18.0,1016.8,1013.1,,,18.2,29.6,No,No
2014-10-11,WaggaWagga,6.4,30.1,0.0,5.2,12.0,E,22.0,E,ESE,11.0,11.0,51.0,15.0,1016.3,1013.2,1.0,1.0,16.6,29.2,No,No
2014-10-11,MountGambier,9.6,19.7,0.0,7.0,8.0,W,33.0,WSW,SW,15.0,19.0,65.0,50.0,1017.5,1014.2,8.0,3.0,13.2,18.8,No,No
2014-10-11,Albury,7.1,27.4,0.0,,,SSE,20.0,SE,SSE,7.0,15.0,70.0,46.0,1016.4,1013.3,,,14.7,26.6,No,No
2014-10-11,NorahHead,15.4,22.2,0.0,,,NNE,30.0,,ENE,0.0,15.0,80.0,74.0,1016.7,1014.6,,,18.8,21.5,No,No
2014-10-11,Newcastle,13.1,27.0,0.0,,,,,,SE,0.0,9.0,80.0,61.0,,,1.0,2.0,19.1,26.0,No,No
2014-10-11,Tuggeranong,3.7,26.6,,,,N,33.0,,NNW,0.0,13.0,59.0,22.0,1017.8,1014.6,,,13.2,26.0,,No
2014-10-11,GoldCoast,18.4,25.5,0.0,,,NE,33.0,NW,NE,9.0,26.0,61.0,61.0,1019.2,1015.5,,,21.0,23.7,No,No
2014-10-11,Brisbane,17.7,26.4,0.0,6.6,7.7,E,24.0,S,ENE,2.0,11.0,62.0,52.0,1019.3,1015.3,7.0,1.0,21.7,25.2,No,No
2014-10-11,Uluru,12.1,31.7,0.0,,,SE,30.0,ESE,NE,17.0,9.0,30.0,13.0,1016.2,1010.4,,,21.6,30.4,No,No
