Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2009-09-23,Woomera,7.8,19.9,0.0,9.6,11.1,W,56.0,WSW,W,30.0,24.0,57.0,29.0,1018.9,1017.3,1.0,1.0,13.6,19.2,No,No
2009-09-23,Sydney,17.0,21.8,4.4,11.2,8.0,,,W,W,30.0,37.0,40.0,36.0,996.8,997.8,9.0,3.0,17.3,20.9,Yes,No
2009-09-23,Sale,8.5,15.9,2.2,4.4,4.5,W,76.0,W,WSW,39.0,35.0,81.0,60.0,996.0,1001.6,6.0,6.0,12.7,14.8,Yes,No
2009-09-23,Perth,13.1,20.4,0.4,2.6,6.4,WSW,33.0,SW,W,15.0,13.0,80.0,65.0,1022.1,1020.9,6.0,5.0,17.3,18.5,No,No
2009-09-23,AliceSprings,7.3,22.9,0.0,16.0,11.6,SSE,37.0,SSE,SE,28.0,20.0,18.0,14.0,1021.8,1017.1,0.0,0.0,15.1,22.1,No,No
2009-09-23,Albany,12.0,18.2,0.4,3.0,9.9,,,N,N,24.0,30.0,68.0,69.0,1017.7,1016.7,5.0,1.0,16.2,16.0,No,Yes
2009-09-23,Bendigo,9.7,17.0,0.0,1.2,,WSW,65.0,SW,WSW,30.0,26.0,71.0,53.0,1002.9,1006.3,7.0,7.0,11.6,15.4,No,No
2009-09-23,Ballarat,7.4,13.2,0.8,,,SW,48.0,SW,WSW,24.0,28.0,98.0,77.0,1003.6,1006.6,7.0,8.0,8.8,12.3,No,No
2009-09-23,Hobart,8.4,14.2,26.0,3.6,1.1,ESE,48.0,SE,SE,7.0,15.0,97.0,86.0,995.3,996.5,8.0,7.0,11.3,12.8,Yes,Yes
2009-09-23,WaggaWagga,9.3,17.1,7.8,6.0,1.5,NW,72.0,WNW,WSW,37.0,30.0,90.0,51.0,999.2,1004.8,8.0,7.0,10.4,15.3,Yes,No
2009-09-23,Williamtown,17.0,19.9,3.2,7.8,0.1,WNW,102.0,WNW,WNW,54.0,61.0,31.0,36.0,1000.3,1000.2,8.0,0.0,17.1,19.1,Yes,No
2009-09-23,BadgerysCreek,15.1,21.1,12.6,,,NW,80.0,NW,WNW,35.0,20.0,48.0,43.0,997.6,999.0,,,16.0,19.3,Yes,No
2009-09-23,Richmond,15.2,20.4,0.0,7.6,,WNW,72.0,WNW,W,33.0,41.0,40.0,38.0,998.3,1000.0,,,16.9,20.1,No,No
2009-09-23,Cairns,20.4,29.4,0.0,6.4,10.1,N,31.0,N,NNE,13.0,15.0,70.0,67.0,1013.5,1010.0,4.0,2.0,26.1,27.8,No,No
2009-09-23,PearceRAAF,12.5,20.4,1.0,,6.4,WSW,35.0,WSW,WSW,17.0,22.0,94.0,63.0,1022.2,1020.9,8.0,6.0,15.9,18.9,No,No
2009-09-23,SalmonGums,4.3,22.5,0.0,,,WNW,43.0,WNW,W,26.0,22.0,60.0,37.0,,,,,16.6,21.5,No,No
2009-09-23,CoffsHarbour,17.8,24.5,2.0,1.8,1.5,WNW,69.0,W,WNW,24.0,35.0,29.0,20.0,1001.9,1001.6,8.0,7.0,23.2,23.0,Yes,No
2009-09-23,Watsonia,10.3,17.5,0.2,3.0,8.1,W,54.0,WSW,SW,24.0,26.0,73.0,56.0,1001.3,1004.7,7.0,6.0,12.7,16.1,No,No
2009-09-23,NorfolkIsland,15.2,21.2,0.0,2.0,10.4,NNW,43.0,NNW,NW,15.0,24.0,82.0,81.0,1017.2,1014.1,1.0,5.0,18.4,20.6,No,No
2009-09-23,MountGinini,-0.7,,18.8,,,,,W,W,35.0,39.0,98.0,98.0,,,,,-0.3,2.3,Yes,
2009-09-23,Brisbane,19.8,27.7,0.0,8.0,5.2,W,57.0,W,W,19.0,26.0,48.0,13.0,1007.4,1005.9,3.0,7.0,26.6,25.9,No,No
2009-09-24,MountGambier,10.3,17.4,20.0,2.2,9.8,WNW,54.0,WNW,NW,28.0,30.0,70.0,55.0,1009.9,1007.3,4.0,7.0,14.5,16.4,Yes,No
2009-09-24,Newcastle,12.6,25.0,0.0,,,,,W,NW,15.0,46.0,46.0,26.0,,,1.0,1.0,18.0,24.2,No,No
