Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2012-05-29,Cairns,18.9,26.2,0.0,6.6,4.9,S,37.0,SSE,SSE,20.0,20.0,62.0,58.0,1016.5,1014.5,7.0,7.0,20.4,25.0,No,No
2012-05-29,NorfolkIsland,16.9,19.5,7.8,1.2,8.3,SE,52.0,SE,SSE,24.0,28.0,76.0,51.0,1017.6,1017.8,5.0,1.0,17.6,18.3,Yes,No
2012-05-29,Albury,1.7,17.4,0.0,,,W,15.0,,W,0.0,9.0,92.0,56.0,1033.8,1031.9,,,7.3,16.4,No,No
2012-05-29,Walpole,10.2,21.0,0.0,,,NNW,30.0,NE,NNE,11.0,11.0,67.0,44.0,1026.3,1021.9,,,12.6,20.6,No,No
2012-05-29,Witchcliffe,6.6,19.8,0.0,,,N,37.0,NNE,N,11.0,24.0,,,1025.7,1022.2,,,14.8,19.0,No,No
2012-05-29,NorahHead,12.3,16.9,26.0,,,S,31.0,WSW,SW,7.0,11.0,94.0,84.0,1031.1,1030.3,,,14.3,16.0,Yes,Yes
2012-05-29,Watsonia,7.8,13.6,0.4,1.4,0.0,S,11.0,,,0.0,0.0,90.0,68.0,1033.7,1033.4,7.0,7.0,10.5,13.2,No,No
2012-05-29,Richmond,8.5,18.2,0.0,1.4,,S,20.0,,SE,0.0,13.0,92.0,66.0,1032.2,1030.8,,,12.3,17.1,No,No
2012-05-29,Townsville,11.4,25.6,0.0,6.0,2.8,ESE,31.0,SW,SSE,15.0,13.0,56.0,52.0,1018.5,1016.4,7.0,7.0,19.0,24.3,No,No
2012-05-29,Albany,8.7,23.1,0.0,1.0,9.5,,,N,N,11.0,6.0,71.0,37.0,1027.9,1023.4,0.0,0.0,11.2,21.7,No,No
2012-05-29,Williamtown,11.7,18.3,,,,S,26.0,WNW,SSW,13.0,15.0,97.0,75.0,1030.9,1029.8,8.0,8.0,12.6,17.2,,
2012-05-29,Launceston,0.7,13.8,0.0,,,E,13.0,,E,0.0,4.0,100.0,65.0,1028.8,1028.7,,,2.0,13.1,No,No
2012-05-29,Brisbane,13.3,22.5,0.0,3.2,9.6,SE,35.0,SSW,SE,6.0,17.0,70.0,56.0,1025.3,1024.2,1.0,4.0,18.2,22.1,No,No
2012-05-29,WaggaWagga,2.0,17.5,0.0,2.4,9.0,S,19.0,ENE,SSW,13.0,9.0,83.0,43.0,1033.2,1031.3,1.0,1.0,6.0,17.0,No,No
2012-05-29,Wollongong,12.6,17.1,,,,S,33.0,SSW,SSE,22.0,17.0,72.0,71.0,1032.2,1030.9,2.0,2.0,15.6,17.1,,No
2012-05-29,MountGinini,-0.9,7.6,2.4,,,SE,28.0,W,SSW,2.0,7.0,45.0,66.0,,,,,4.4,6.9,Yes,No
2012-05-29,Cobar,2.8,19.4,0.0,2.2,,ESE,31.0,ESE,SE,15.0,13.0,68.0,31.0,1029.8,1028.3,0.0,1.0,10.6,18.5,No,No
2012-05-29,Tuggeranong,-2.5,15.7,0.0,,,NE,17.0,,W,0.0,2.0,89.0,48.0,1033.6,1031.2,,,3.8,15.3,No,No
2012-05-29,AliceSprings,1.5,18.0,0.0,5.8,10.1,ESE,48.0,ESE,ESE,17.0,28.0,59.0,30.0,1026.3,1023.0,0.0,0.0,9.2,17.4,No,No
2012-05-29,Woomera,5.0,17.2,0.0,3.6,10.1,SE,31.0,SE,SE,19.0,20.0,71.0,38.0,1032.6,1030.5,0.0,0.0,10.2,16.6,No,No
2012-05-29,MelbourneAirport,6.6,13.1,0.0,1.4,0.0,W,20.0,NNW,NNW,9.0,9.0,74.0,69.0,1033.9,1033.6,7.0,7.0,10.7,12.9,No,No
2012-05-29,Melbourne,10.1,14.8,0.0,1.4,0.0,W,20.0,NNW,NNW,9.0,9.0,68.0,64.0,1033.6,1033.2,7.0,6.0,12.0,14.1,No,No
2012-05-29,Adelaide,10.2,15.5,0.0,0.6,,SE,30.0,SE,ESE,9.0,13.0,70.0,56.0,1035.6,1033.8,,,12.6,14.7,No,No
2012-05-29,Perth,5.1,24.4,0.0,3.0,9.4,NNE,30.0,NE,NNE,11.0,11.0,56.0,29.0,1026.1,1022.0,0.0,0.0,15.3,24.0,No,No
2012-05-30,Sydney,10.4,18.5,1.4,1.0,6.6,W,26.0,W,SSE,19.0,13.0,80.0,63.0,1035.0,1032.5,,,12.8,17.3,Yes,No
2012-05-30,Mildura,2.4,18.4,0.0,1.8,8.6,ESE,22.0,ESE,ESE,7.0,9.0,92.0,42.0,1035.6,1032.1,0.0,0.0,5.8,18.0,No,No
2012-05-30,MountGinini,3.0,11.1,0.0,,,ESE,24.0,SSW,E,7.0,4.0,27.0,31.0,,,,,5.9,9.3,No,No
2012-05-30,Bendigo,0.5,17.0,0.0,,,SE,26.0,,ESE,0.0,13.0,85.0,53.0,1035.3,1033.0,0.0,1.0,7.3,16.6,No,No
2012-05-30,Townsville,17.1,24.8,0.0,2.0,1.0,ESE,50.0,SSE,ESE,17.0,20.0,65.0,62.0,1019.4,1017.2,7.0,8.0,21.9,24.1,No,Yes
2012-05-30,CoffsHarbour,13.6,17.0,20.4,2.6,1.0,WSW,39.0,WSW,SW,24.0,20.0,83.0,84.0,1032.2,1030.0,7.0,6.0,14.8,16.4,Yes,Yes
2012-05-30,Ballarat,4.8,14.0,0.0,,,SE,30.0,S,E,13.0,20.0,99.0,67.0,1036.1,1033.8,0.0,5.0,8.9,13.2,No,No
2012-05-30,Brisbane,13.2,22.9,0.0,3.6,7.2,SE,35.0,SSW,SE,2.0,11.0,85.0,56.0,1029.5,1026.7,6.0,4.0,16.7,21.8,No,Yes
2012-05-30,AliceSprings,1.3,19.9,0.0,5.4,9.2,ESE,41.0,SE,SE,11.0,24.0,58.0,32.0,1025.4,1020.2,1.0,6.0,10.2,18.9,No,No
2012-05-30,BadgerysCreek,6.6,19.3,0.0,,,SSW,20.0,SW,WSW,11.0,6.0,91.0,52.0,1035.6,1032.5,,,12.2,18.1,No,No
2012-05-30,Woomera,5.8,19.2,0.0,3.8,6.8,ESE,31.0,ESE,SE,24.0,9.0,68.0,32.0,1031.8,1028.2,0.0,0.0,10.2,18.5,No,Yes
2012-05-30,Melbourne,9.5,15.1,0.0,0.8,0.0,SE,17.0,WSW,SSW,9.0,11.0,85.0,80.0,1036.2,1033.9,8.0,7.0,11.5,14.6,No,No
2012-05-30,PerthAirport,8.3,25.6,0.0,3.0,9.2,NNE,46.0,NNE,WNW,20.0,22.0,32.0,21.0,1021.6,1018.6,1.0,1.0,18.3,24.6,No,No
2012-05-30,Watsonia,6.8,14.3,0.0,0.8,0.0,SSW,22.0,ENE,WSW,6.0,4.0,100.0,89.0,1036.4,1033.9,7.0,7.0,9.0,13.6,No,No
2012-05-30,Witchcliffe,11.3,23.2,0.0,,,NNW,59.0,N,WNW,17.0,15.0,,,1018.7,1017.6,,,17.8,17.3,No,Yes
2012-05-30,Hobart,9.2,16.8,0.0,1.8,5.8,NNW,41.0,NW,NNW,7.0,15.0,69.0,62.0,1031.6,1030.2,,,13.2,16.0,No,No
2012-05-30,PearceRAAF,13.9,25.7,0.0,,9.2,N,48.0,N,N,31.0,17.0,29.0,19.0,1021.8,1018.3,0.0,1.0,18.9,25.2,No,No
2012-05-30,Cairns,20.4,24.1,0.6,4.2,0.2,SSE,41.0,S,SSE,20.0,28.0,78.0,72.0,1016.8,1014.9,7.0,8.0,22.6,23.2,No,Yes
2012-05-30,NorfolkIsland,15.3,18.4,0.0,6.2,8.2,SSE,48.0,SSE,SSE,26.0,24.0,59.0,60.0,1023.3,1021.2,4.0,3.0,17.2,16.9,No,No
2012-05-30,Albury,2.1,18.2,0.0,,,SSW,11.0,S,,4.0,0.0,100.0,57.0,1036.5,1032.5,8.0,,5.8,16.3,No,No
2012-05-30,Newcastle,11.8,19.2,4.2,,,,,SE,,4.0,,82.0,55.0,,,6.0,6.0,14.2,17.7,Yes,No
2012-05-30,Moree,6.5,22.6,0.0,3.2,9.4,ESE,31.0,ESE,E,9.0,15.0,68.0,39.0,1031.0,1027.4,1.0,1.0,14.2,21.8,No,No
2012-05-30,Penrith,8.4,19.1,0.0,,,S,15.0,,SSE,0.0,4.0,99.0,54.0,,,,,11.8,18.7,No,No
2012-05-30,Wollongong,12.0,17.8,0.0,,,SSE,26.0,SW,SE,13.0,9.0,73.0,61.0,1035.7,1033.1,,4.0,15.4,16.8,No,No
2012-05-30,SalmonGums,5.0,22.0,0.0,,,,,N,N,20.0,15.0,42.0,19.0,,,,,13.3,21.3,No,No
2012-05-30,Walpole,12.4,21.9,0.0,,,NNW,48.0,N,NNW,22.0,13.0,43.0,46.0,1018.6,1016.0,,,15.8,20.4,No,Yes
2012-05-30,Perth,9.4,25.8,0.0,3.0,9.2,N,35.0,NNE,NW,15.0,17.0,41.0,31.0,1021.5,1018.5,1.0,1.0,17.5,24.4,No,No
2012-05-30,NorahHead,12.7,17.9,6.0,,,SSE,33.0,WSW,SSE,11.0,19.0,91.0,62.0,1034.5,1032.3,,,13.9,17.0,Yes,No
2012-05-30,Williamtown,11.4,19.3,,,,ESE,31.0,WNW,SSE,13.0,19.0,94.0,55.0,1034.3,1032.1,7.0,,13.9,18.8,,Yes
2012-05-30,MountGambier,9.7,15.1,2.8,1.0,0.7,E,19.0,WNW,SE,2.0,7.0,100.0,88.0,1036.9,1034.0,8.0,7.0,12.1,14.0,Yes,No
2012-05-30,SydneyAirport,9.7,17.3,0.8,1.0,6.6,S,39.0,NW,S,9.0,15.0,75.0,64.0,1035.2,1032.7,3.0,3.0,14.3,16.9,No,No
2012-05-30,Richmond,7.5,19.1,0.0,0.8,,SSW,17.0,SE,SSW,2.0,2.0,99.0,57.0,1035.8,1032.5,,,11.5,18.3,No,No
2012-05-30,Cobar,7.9,21.0,0.0,2.2,,ESE,30.0,E,SE,17.0,11.0,76.0,37.0,1032.4,1029.0,0.0,1.0,12.1,20.6,No,No
2012-05-30,Canberra,-3.1,14.7,0.0,1.6,6.4,SSE,19.0,SSE,SSW,15.0,4.0,95.0,46.0,1037.0,1032.9,8.0,,3.3,14.4,No,No
2012-05-30,Tuggeranong,-2.3,15.3,0.2,,,W,15.0,W,WSW,6.0,2.0,99.0,46.0,1037.3,1032.8,,,0.8,14.3,No,No
2012-05-30,Nuriootpa,8.2,14.8,0.2,0.8,7.7,E,35.0,E,ESE,13.0,19.0,79.0,55.0,1035.6,1032.0,6.0,5.0,10.3,14.5,No,No
2012-05-30,Sale,3.9,16.4,0.0,1.2,6.3,WNW,22.0,WNW,WSW,13.0,11.0,87.0,67.0,1036.4,1034.0,1.0,5.0,9.0,15.7,No,No
2012-05-30,WaggaWagga,1.5,17.6,0.0,0.8,9.3,E,20.0,ESE,SW,7.0,7.0,81.0,45.0,1035.6,1031.9,0.0,0.0,7.5,17.4,No,No
2012-05-30,Launceston,0.6,16.9,0.0,,,NNW,9.0,,N,0.0,6.0,99.0,61.0,1033.8,1032.1,,,3.6,16.0,No,No
