Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2013-01-26,MountGambier,6.6,23.2,0.0,8.0,11.7,SSW,44.0,S,SSW,19.0,24.0,43.0,36.0,1017.7,1015.7,7.0,5.0,17.9,20.3,No,No
2013-01-26,SydneyAirport,23.8,31.1,0.0,11.4,8.3,NE,72.0,NE,NE,20.0,43.0,71.0,60.0,1012.6,1010.8,7.0,6.0,26.5,29.2,No,Yes
2013-01-26,Perth,15.4,34.9,0.0,11.0,13.1,SSW,37.0,E,SW,9.0,17.0,37.0,21.0,1020.5,1017.4,0.0,0.0,26.1,33.0,No,No
2013-01-26,Williamtown,21.9,30.6,,,,ENE,50.0,NE,ENE,20.0,24.0,64.0,76.0,1012.3,1010.9,,8.0,27.1,27.4,,
2013-01-26,Portland,6.8,20.6,0.0,8.0,11.7,SSE,50.0,SSE,S,15.0,17.0,58.0,49.0,1017.6,1016.4,5.0,,17.0,19.4,No,No
2013-01-26,CoffsHarbour,20.9,28.9,5.8,6.2,,NE,48.0,ENE,,20.0,,76.0,,1012.5,,4.0,,27.0,,Yes,Yes
2013-01-26,Watsonia,14.9,20.8,0.0,8.4,2.9,SSW,43.0,SSE,SW,15.0,24.0,62.0,55.0,1014.8,1013.3,7.0,7.0,16.6,18.8,No,No
2013-01-26,Brisbane,23.1,26.1,39.2,1.6,0.0,NE,44.0,ENE,E,17.0,15.0,92.0,91.0,1008.1,1006.0,8.0,8.0,24.9,25.1,Yes,Yes
2013-01-26,Newcastle,22.2,31.2,0.0,,,,,N,NE,9.0,15.0,65.0,71.0,,,1.0,6.0,27.1,29.5,No,Yes
2013-01-26,NorfolkIsland,20.2,25.8,1.0,4.6,9.2,E,59.0,E,E,31.0,39.0,78.0,65.0,1017.9,1016.7,6.0,3.0,22.8,24.4,No,No
2013-01-26,Nuriootpa,11.1,24.7,0.0,9.8,12.1,SW,54.0,ESE,WSW,19.0,15.0,55.0,30.0,1017.3,1014.9,1.0,3.0,15.8,23.4,No,No
2013-01-26,Cobar,24.4,38.6,0.0,13.4,,NE,59.0,NNE,WSW,19.0,13.0,37.0,22.0,1007.8,1004.2,1.0,6.0,29.9,37.2,No,No
2013-01-26,Witchcliffe,12.7,29.2,0.0,,,SE,46.0,ESE,SSE,11.0,26.0,54.0,48.0,1022.9,1021.5,,,21.4,25.8,No,No
2013-01-26,Darwin,29.0,34.1,0.0,4.6,9.5,WNW,48.0,W,WNW,22.0,35.0,78.0,73.0,1006.6,1004.2,6.0,5.0,30.8,32.2,No,No
2013-01-26,AliceSprings,24.3,34.3,0.0,18.8,10.1,SE,46.0,SSE,SSE,31.0,24.0,17.0,10.0,1011.1,1006.7,6.0,1.0,25.6,33.1,No,No
2013-01-26,Bendigo,12.6,25.9,0.0,,,SSE,44.0,SSE,SSW,28.0,22.0,54.0,33.0,1012.2,1010.4,,,17.6,24.8,No,No
2013-01-26,Sale,15.6,23.3,0.2,6.4,3.4,E,31.0,S,E,6.0,13.0,66.0,44.0,1015.8,1012.6,8.0,8.0,17.4,22.5,No,Yes
2013-01-26,BadgerysCreek,21.0,33.0,0.0,,,ENE,46.0,ENE,ENE,7.0,20.0,75.0,54.0,1012.5,1009.4,,,25.5,30.6,No,Yes
2013-01-26,Launceston,14.2,23.3,2.2,,,SSE,48.0,SSE,SSE,11.0,17.0,57.0,38.0,1017.8,1016.2,,,18.1,22.9,Yes,Yes
2013-01-26,Mildura,13.6,30.2,0.0,12.0,12.4,SSW,43.0,SSE,S,19.0,20.0,46.0,12.0,1015.2,1012.0,0.0,0.0,17.2,27.6,No,No
2013-01-26,SalmonGums,7.5,30.1,0.0,,,S,41.0,ENE,SSW,9.0,11.0,50.0,29.0,,,,,19.6,28.8,No,No
2013-01-26,Townsville,26.9,33.8,0.0,7.8,11.0,N,35.0,W,N,17.0,28.0,55.0,55.0,999.6,995.9,5.0,5.0,31.2,33.4,No,No
2013-01-26,WaggaWagga,24.9,37.1,0.0,11.6,11.3,ENE,57.0,ENE,ENE,28.0,35.0,46.0,41.0,1009.1,1004.4,2.0,7.0,28.7,28.3,No,No
2013-01-26,Dartmoor,5.6,24.0,0.0,8.0,11.7,SSW,43.0,S,S,9.0,19.0,65.0,37.0,1017.6,1015.5,,,15.9,21.5,No,No
2013-01-26,Richmond,20.5,34.0,0.0,,,ENE,44.0,ENE,ENE,6.0,24.0,72.0,45.0,1012.4,1009.3,,,26.1,32.8,No,Yes
2013-01-26,Moree,22.5,33.5,0.0,6.4,4.5,E,57.0,E,SE,30.0,24.0,53.0,57.0,1007.5,1004.5,5.0,8.0,27.3,28.7,No,Yes
2013-01-26,Sydney,23.7,28.2,0.0,11.4,8.3,NE,57.0,ENE,NE,17.0,30.0,73.0,70.0,1012.5,1011.1,7.0,6.0,26.5,27.0,No,Yes
2013-01-26,Walpole,11.5,23.7,0.0,,,S,30.0,SE,S,11.0,17.0,65.0,65.0,1023.1,1021.8,,,20.3,21.6,No,No
2013-01-26,Melbourne,16.3,21.7,,8.4,2.9,SSE,44.0,SSE,S,30.0,28.0,60.0,51.0,1014.9,1013.7,,,17.2,20.1,,
