Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2012-09-11,Woomera,10.0,26.7,0.0,5.8,11.5,N,31.0,ENE,N,13.0,20.0,20.0,6.0,1023.3,1018.3,0.0,0.0,18.8,26.0,No,No
2012-09-11,Darwin,21.4,35.1,0.0,6.0,10.1,E,43.0,ENE,NNW,11.0,22.0,66.0,44.0,1014.6,1010.4,6.0,7.0,27.6,31.4,No,No
2012-09-11,Bendigo,3.8,19.7,0.0,,,NE,26.0,E,N,7.0,11.0,69.0,44.0,,1021.6,,,12.6,19.2,No,No
2012-09-11,Walpole,11.8,17.3,,,,W,46.0,WNW,WSW,15.0,20.0,76.0,78.0,1014.7,1016.7,,,15.1,14.6,,
2012-09-11,Cairns,21.0,27.2,0.0,6.4,0.9,SSE,41.0,SSE,SSE,15.0,28.0,71.0,58.0,1018.8,1015.7,7.0,6.0,24.6,25.4,No,No
2012-09-11,CoffsHarbour,9.7,24.5,0.0,2.8,10.5,SE,30.0,N,NE,9.0,13.0,50.0,45.0,1024.2,1021.2,1.0,1.0,21.0,22.0,No,No
2012-09-12,Witchcliffe,6.5,16.3,0.4,,,SSW,30.0,SSW,SSW,9.0,19.0,,,1030.2,1030.0,,,13.6,15.5,No,No
2012-09-12,SydneyAirport,10.8,22.9,0.0,3.8,10.2,NE,48.0,NW,NE,15.0,31.0,62.0,57.0,1023.2,1015.6,6.0,1.0,16.8,21.9,No,No
2012-09-12,MountGinini,1.8,10.6,0.0,,,WNW,52.0,NW,WNW,15.0,20.0,73.0,49.0,,,,,6.1,9.4,No,No
2012-09-12,Townsville,14.9,28.3,0.0,6.2,11.1,NE,41.0,SSE,NE,13.0,31.0,55.0,54.0,1021.0,1016.7,1.0,1.0,24.1,26.1,No,No
2012-09-12,Adelaide,11.4,19.7,0.0,4.4,,WSW,39.0,NNE,WSW,11.0,13.0,25.0,94.0,1016.4,1016.0,,,17.8,14.2,No,Yes
