Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2011-10-31,Nuriootpa,6.3,19.7,0.0,4.6,12.7,SSE,39.0,SE,S,20.0,13.0,61.0,34.0,1028.8,1025.4,6.0,6.0,9.9,18.4,No,No
2011-10-31,NorfolkIsland,17.4,19.5,0.0,4.0,0.1,SE,46.0,SE,SE,30.0,20.0,89.0,95.0,1013.1,1009.9,7.0,8.0,18.5,19.1,No,Yes
2011-10-31,BadgerysCreek,9.8,22.6,0.2,,,E,31.0,SSW,E,7.0,17.0,55.0,51.0,1020.9,1018.8,,,17.9,21.1,No,No
2011-10-31,Ballarat,6.4,14.7,0.2,,,SSE,43.0,SSE,SW,31.0,22.0,76.0,64.0,1025.6,1024.5,7.0,7.0,8.3,13.5,No,No
2011-10-31,Sale,10.0,16.6,0.6,3.8,3.1,W,39.0,WNW,W,22.0,28.0,74.0,55.0,1025.1,1023.1,8.0,8.0,11.3,15.6,No,No
2011-10-31,NorahHead,14.8,18.9,4.6,,,S,44.0,SSW,S,28.0,31.0,69.0,68.0,1020.6,1019.7,,,17.4,18.5,Yes,Yes
2011-10-31,Mildura,5.9,21.7,0.0,7.6,10.2,SSW,46.0,SSE,SE,15.0,19.0,58.0,28.0,1027.8,1023.8,8.0,7.0,11.5,20.3,No,No
2011-10-31,Dartmoor,9.3,15.2,0.0,3.8,1.7,SW,30.0,SSW,SW,7.0,19.0,77.0,71.0,1028.4,1027.2,,,11.6,14.0,No,No
2011-10-31,GoldCoast,20.0,24.5,19.8,,,SSE,63.0,SSE,SSE,46.0,46.0,77.0,63.0,1016.1,1015.4,,,22.7,23.0,Yes,No
2011-10-31,SalmonGums,13.0,21.7,0.0,,,E,43.0,E,E,26.0,26.0,59.0,44.0,,,,,17.3,21.2,No,No
