Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2011-07-18,Wollongong,10.9,19.1,0.0,,,SW,43.0,N,ENE,9.0,15.0,65.0,62.0,1018.1,1014.9,,8.0,14.7,16.7,No,No
2011-07-18,Adelaide,6.6,14.8,1.4,3.0,6.4,SW,35.0,NE,SW,6.0,17.0,90.0,50.0,1024.9,1024.4,,,9.1,14.5,Yes,No
2011-07-18,Watsonia,8.1,11.5,10.0,1.4,1.8,W,19.0,NNW,NE,6.0,7.0,99.0,81.0,1017.7,1017.2,7.0,7.0,8.5,11.0,Yes,No
2011-07-18,Walpole,3.5,17.1,0.0,,,NE,24.0,ENE,N,2.0,9.0,85.0,43.0,1024.7,1020.6,,,7.7,16.9,No,No
2011-07-18,Nuriootpa,1.8,12.5,3.6,0.4,4.6,W,33.0,WSW,W,9.0,24.0,100.0,56.0,1025.2,1024.2,8.0,5.0,7.3,12.0,Yes,No
2011-07-18,MountGambier,5.9,11.3,8.6,0.2,0.4,SSW,52.0,SW,SW,24.0,28.0,86.0,88.0,1020.0,1021.2,8.0,8.0,9.8,10.0,Yes,Yes
2011-07-18,Brisbane,10.1,23.4,0.2,2.6,9.9,SW,19.0,SW,WSW,6.0,6.0,80.0,40.0,1019.4,1015.2,1.0,3.0,14.8,23.2,No,No
2011-07-18,NorfolkIsland,13.4,19.1,0.0,3.2,8.4,ENE,37.0,E,E,17.0,20.0,71.0,67.0,1023.5,1021.0,3.0,2.0,16.1,17.3,No,Yes
2011-07-18,Sale,4.4,10.8,5.2,0.6,0.1,W,31.0,,W,0.0,22.0,97.0,95.0,1016.3,1016.6,7.0,8.0,8.4,9.1,Yes,Yes
2011-07-18,Witchcliffe,1.2,17.3,0.0,,,NE,19.0,,ENE,0.0,7.0,99.0,41.0,1024.1,1020.3,,,7.0,16.5,No,No
2011-07-18,Hobart,4.6,12.7,0.0,0.4,4.3,NW,28.0,NNW,ESE,15.0,4.0,79.0,73.0,1018.8,1018.1,,,7.0,10.9,No,No
2011-07-18,Albury,8.4,11.0,8.8,,,WNW,33.0,W,N,17.0,7.0,92.0,85.0,1018.8,1018.3,8.0,8.0,8.6,8.6,Yes,Yes
2011-07-18,CoffsHarbour,9.2,19.2,1.0,1.2,8.0,SE,19.0,WNW,SSE,6.0,7.0,88.0,68.0,1018.6,1015.1,1.0,5.0,14.2,18.2,No,No
2011-07-18,Townsville,16.6,25.5,0.0,4.0,9.2,NE,30.0,SE,NE,13.0,22.0,69.0,57.0,1019.2,1015.4,3.0,2.0,21.3,24.4,No,No
2011-07-18,GoldCoast,10.7,22.0,0.2,,,ENE,20.0,NW,ENE,9.0,17.0,72.0,62.0,1018.6,1014.9,,,16.5,20.1,No,No
