Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2009-02-24,MountGambier,7.0,20.9,0.0,4.8,11.7,S,46.0,SSE,SSE,19.0,31.0,50.0,34.0,1021.4,1020.6,5.0,1.0,16.3,20.3,No,No
2009-02-24,Ballarat,6.4,19.8,0.0,,,S,44.0,S,S,24.0,26.0,67.0,31.0,1018.0,1017.4,1.0,,11.0,17.9,No,No
2009-02-24,AliceSprings,18.9,37.9,0.0,15.0,12.2,ESE,37.0,ESE,ESE,17.0,17.0,11.0,17.0,1010.0,1006.0,0.0,2.0,31.2,36.2,No,No
2009-02-24,Watsonia,12.8,20.1,0.0,10.6,12.2,SSW,48.0,WSW,SSW,7.0,22.0,54.0,39.0,1018.5,1018.8,2.0,2.0,16.0,19.2,No,No
2009-02-24,SydneyAirport,20.2,27.8,0.0,5.4,10.7,S,56.0,NW,SSE,17.0,30.0,68.0,77.0,1014.1,1013.5,1.0,1.0,24.3,24.3,No,No
2009-02-24,Penrith,17.4,33.0,3.2,,,ESE,35.0,N,E,4.0,13.0,95.0,44.0,,,,,20.5,32.4,Yes,No
2009-02-24,Portland,12.2,17.9,0.2,4.8,11.7,S,35.0,S,SSW,13.0,20.0,59.0,49.0,1021.0,1021.7,6.0,3.0,14.3,16.6,No,No
2009-02-24,Tuggeranong,11.9,31.4,2.4,,,WNW,54.0,NW,W,7.0,26.0,76.0,19.0,1013.6,1011.2,,,18.9,30.7,Yes,No
2009-02-24,Darwin,24.0,31.3,3.2,3.4,2.8,NW,35.0,S,WNW,15.0,24.0,85.0,73.0,1005.4,1002.2,7.0,7.0,26.3,30.2,Yes,Yes
2009-02-24,WaggaWagga,16.4,32.3,0.0,12.0,12.3,WSW,44.0,WNW,W,9.0,26.0,55.0,7.0,1014.2,1012.7,0.0,0.0,19.7,31.4,No,No
2009-02-24,Hobart,10.4,16.8,33.0,9.6,2.3,NW,74.0,SSE,SSW,9.0,22.0,84.0,87.0,1002.8,1006.1,4.0,8.0,13.1,14.3,Yes,Yes
2009-02-24,Canberra,11.7,31.8,1.2,5.2,12.3,WNW,63.0,NNW,WNW,6.0,30.0,79.0,12.0,1014.4,1012.1,0.0,1.0,18.5,31.3,Yes,No
2009-02-24,Brisbane,19.8,29.8,0.0,8.0,10.8,ENE,28.0,W,NE,2.0,15.0,61.0,55.0,1016.9,1015.3,1.0,2.0,27.4,28.7,No,No
2009-02-25,Nuriootpa,12.9,30.0,0.0,8.8,12.1,ESE,37.0,ENE,E,19.0,13.0,37.0,12.0,1018.2,1015.9,2.0,3.0,16.7,28.6,No,No
2009-02-25,PerthAirport,12.9,23.5,0.0,6.0,4.2,WSW,43.0,NNE,W,17.0,24.0,72.0,90.0,1007.2,1006.8,7.0,8.0,18.3,17.9,No,Yes
2009-02-25,Dartmoor,,,,4.8,10.0,,,,,,,,,,,,,,,,
2009-02-25,Hobart,13.1,18.0,14.2,0.6,1.2,S,52.0,S,SSE,20.0,20.0,82.0,79.0,1017.2,1019.8,7.0,7.0,16.3,16.7,Yes,No
2009-02-25,Sydney,21.1,26.4,0.0,7.0,7.0,,,S,ESE,4.0,20.0,83.0,63.0,1016.7,1014.6,7.0,5.0,22.0,26.1,No,No
2009-02-25,GoldCoast,21.1,30.0,0.0,,,ENE,24.0,E,ENE,6.0,13.0,62.0,58.0,1016.5,1014.1,,,27.0,27.7,No,No
2009-02-25,Woomera,19.7,37.8,0.0,11.4,12.4,ESE,35.0,E,SSE,20.0,11.0,20.0,6.0,1014.2,1012.3,1.0,4.0,24.5,36.6,No,No
2009-02-25,AliceSprings,25.2,38.2,0.0,12.6,11.9,ENE,50.0,E,E,19.0,28.0,40.0,22.0,1009.9,1005.7,0.0,3.0,31.3,36.7,No,No
2009-02-25,Melbourne,14.1,21.6,1.2,7.6,3.4,S,37.0,SSW,S,17.0,20.0,90.0,60.0,1020.6,1019.8,8.0,6.0,14.7,20.5,Yes,No
2009-02-25,NorahHead,21.8,27.0,0.0,,,SE,41.0,S,ESE,11.0,24.0,83.0,73.0,1016.2,1014.3,,,23.6,25.1,No,No
2009-02-25,PearceRAAF,12.5,24.9,0.0,,4.2,W,50.0,N,W,13.0,35.0,73.0,83.0,1007.3,1006.6,8.0,8.0,18.3,18.6,No,No
2009-02-25,Canberra,12.5,32.3,0.0,12.0,10.9,ENE,50.0,ESE,NW,2.0,13.0,69.0,7.0,1016.3,1011.9,2.0,0.0,16.5,30.1,No,No
2009-02-25,Cairns,22.6,32.0,17.0,6.2,7.5,ENE,31.0,SE,ESE,13.0,20.0,85.0,61.0,1011.2,1007.7,7.0,6.0,24.7,30.7,Yes,No
