Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2014-03-26,Cobar,14.9,24.5,0.0,4.6,,E,33.0,E,ESE,9.0,17.0,80.0,94.0,,1016.9,5.0,8.0,19.5,19.7,No,Yes
2014-03-26,Hobart,14.2,21.7,0.0,4.6,8.0,ESE,26.0,ESE,ESE,9.0,15.0,83.0,59.0,1032.6,1030.0,,,14.9,19.9,No,No
2014-03-26,PearceRAAF,20.3,33.4,0.0,,1.2,W,39.0,NE,W,13.0,22.0,33.0,31.0,1016.7,1015.8,8.0,5.0,25.8,28.7,No,No
2014-03-26,Richmond,17.0,23.3,0.0,2.2,,SSE,17.0,WSW,SE,2.0,7.0,100.0,100.0,1022.6,1020.9,,,20.3,22.6,No,Yes
2014-03-26,Cairns,23.2,28.6,2.2,2.4,6.5,SSE,26.0,SSE,NE,13.0,15.0,88.0,77.0,1011.5,1008.9,6.0,6.0,25.3,28.0,Yes,Yes
2014-03-26,GoldCoast,21.9,26.0,6.0,,,ENE,52.0,E,E,28.0,30.0,81.0,81.0,1019.8,1018.2,,,24.9,24.6,Yes,Yes
2014-03-26,Sale,15.7,21.8,0.4,2.6,0.0,E,48.0,E,E,20.0,35.0,86.0,70.0,1027.9,1026.1,8.0,8.0,18.7,20.5,No,Yes
2014-03-26,Woomera,13.5,26.7,0.0,11.6,7.3,ENE,33.0,SSE,ESE,15.0,15.0,60.0,24.0,1018.7,1015.4,2.0,6.0,17.7,25.3,No,No
2014-03-26,Wollongong,19.5,22.5,6.4,,,NE,46.0,NE,NE,17.0,7.0,92.0,91.0,1023.0,1022.1,,8.0,21.4,21.8,Yes,Yes
2014-03-26,Canberra,13.5,19.7,0.6,,,SSE,28.0,SSE,SSE,11.0,17.0,94.0,83.0,1023.5,1021.9,8.0,7.0,17.2,19.4,No,Yes
2014-03-26,Penrith,19.0,23.4,0.0,,,SSE,17.0,SSE,SW,4.0,7.0,99.0,99.0,,,,,20.5,22.2,No,Yes
2014-03-26,Katherine,19.6,35.7,0.0,8.0,,E,35.0,SE,SE,15.0,15.0,50.0,21.0,1012.0,1008.6,0.0,2.0,27.0,34.8,No,No
2014-03-26,Nuriootpa,10.6,26.5,2.8,4.6,8.0,ESE,39.0,E,E,15.0,22.0,84.0,43.0,1020.6,1017.5,6.0,4.0,15.1,24.9,Yes,No
2014-03-26,Williamtown,17.7,25.0,2.0,1.0,0.0,ENE,33.0,,ENE,0.0,17.0,95.0,74.0,1022.1,1020.6,7.0,8.0,21.4,24.8,Yes,Yes
2014-03-26,NorahHead,18.2,24.2,4.6,,,NNE,56.0,S,SE,7.0,6.0,94.0,83.0,1022.3,1021.0,,,21.5,23.9,Yes,Yes
2014-03-26,Perth,20.4,30.6,0.4,4.6,1.2,SSE,22.0,E,W,2.0,11.0,54.0,37.0,1017.0,1016.0,7.0,7.0,24.3,27.4,No,No
2014-03-26,SalmonGums,12.4,29.4,0.0,,,N,31.0,NNE,E,19.0,11.0,58.0,24.0,,,,,19.8,28.4,No,No
2014-03-26,Albany,19.3,23.2,0.0,3.4,0.0,,,,ESE,0.0,6.0,86.0,71.0,1019.8,1016.9,8.0,8.0,20.2,22.6,No,No
2014-03-26,Launceston,11.1,23.3,0.0,,,N,20.0,SSE,W,4.0,4.0,87.0,50.0,1031.7,1029.6,,,14.7,22.2,No,
2014-03-26,Ballarat,12.4,27.4,0.0,,,ESE,44.0,SE,ESE,17.0,26.0,99.0,40.0,1024.5,1021.9,,,14.1,24.7,No,Yes
2014-03-26,Townsville,22.5,28.1,53.0,,3.5,SSE,35.0,S,ESE,28.0,17.0,95.0,76.0,1011.9,1009.6,8.0,6.0,23.2,27.5,Yes,Yes
2014-03-26,Uluru,12.2,29.7,0.0,,,E,37.0,ESE,SSE,20.0,17.0,33.0,17.0,1017.1,1012.8,,,21.9,28.1,No,No
2014-03-27,Nhil,15.9,24.9,0.0,,,SSW,41.0,SSE,S,11.0,19.0,84.0,52.0,1017.1,1014.7,,,17.9,24.0,No,No
2014-03-27,PearceRAAF,17.7,31.1,0.0,,10.3,WSW,37.0,S,SW,9.0,26.0,64.0,42.0,1017.8,1014.7,1.0,2.0,22.5,29.1,No,No
2014-03-27,BadgerysCreek,19.0,20.3,11.8,,,NNE,30.0,NNE,N,9.0,6.0,87.0,83.0,1022.3,1020.2,,,19.4,19.4,Yes,Yes
2014-03-27,Katherine,15.5,34.6,0.0,14.8,,SSE,39.0,SE,SE,11.0,19.0,45.0,27.0,1012.2,1007.9,0.0,0.0,25.1,34.0,No,No
2014-03-27,Penrith,18.4,20.4,9.6,,,N,24.0,NW,N,2.0,2.0,99.0,98.0,,,,,18.6,19.7,Yes,Yes
2014-03-27,Richmond,17.6,20.6,9.4,0.4,,N,20.0,NNW,,7.0,0.0,100.0,93.0,1022.6,1019.9,,,18.1,20.0,Yes,Yes
2014-03-27,NorahHead,20.1,21.6,9.8,,,N,43.0,N,NE,9.0,9.0,92.0,93.0,1022.2,1019.6,,,21.1,20.2,Yes,Yes
2014-03-27,Launceston,13.3,19.5,,,,SSE,22.0,E,S,6.0,11.0,93.0,94.0,1024.7,1017.9,,,13.7,16.6,,Yes
2014-03-27,Bendigo,16.7,24.1,15.2,3.4,,NW,30.0,ENE,N,9.0,17.0,98.0,82.0,1016.8,1014.4,7.0,8.0,17.1,21.5,Yes,Yes
2014-03-27,AliceSprings,9.7,30.9,0.0,8.0,11.5,SW,35.0,NNW,S,4.0,15.0,26.0,9.0,1015.2,1010.6,1.0,1.0,22.5,29.9,No,No
2014-03-27,Adelaide,15.8,29.2,0.0,3.4,9.7,WSW,28.0,NE,SW,6.0,13.0,65.0,39.0,1017.3,1013.9,,,19.9,27.7,No,No
2014-03-27,SalmonGums,17.1,29.3,0.0,,,SW,33.0,NNW,NW,7.0,7.0,39.0,25.0,,,,,24.0,27.9,No,No
2014-03-27,SydneyAirport,20.4,23.3,22.8,2.8,0.0,NNE,54.0,NNE,NNW,7.0,15.0,87.0,70.0,1022.3,1020.1,8.0,8.0,22.2,21.4,Yes,Yes
2014-03-27,Darwin,24.2,34.1,0.0,5.2,11.6,,,E,SE,9.0,17.0,38.0,22.0,1011.7,1007.4,1.0,2.0,28.6,33.2,No,No
2014-03-27,Cobar,17.6,26.9,4.2,3.2,,NE,39.0,NNE,E,11.0,6.0,93.0,58.0,1017.2,1014.0,8.0,7.0,18.2,24.9,Yes,No
2014-03-27,Ballarat,14.1,21.7,18.4,,,NNW,35.0,E,NNW,7.0,26.0,100.0,90.0,1016.7,1014.2,7.0,8.0,15.4,18.9,Yes,Yes
