Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2015-04-26,Ballarat,7.0,12.0,3.6,,,WSW,43.0,SSW,SSW,20.0,24.0,99.0,72.0,1018.7,1019.4,7.0,8.0,7.8,10.7,Yes,Yes
2015-04-26,Sydney,12.7,17.1,13.0,4.0,1.3,SW,48.0,W,SW,19.0,19.0,81.0,81.0,1008.0,1010.4,6.0,6.0,13.8,16.2,Yes,Yes
2015-04-26,Witchcliffe,5.2,21.6,0.0,,,E,24.0,SE,E,7.0,13.0,86.0,38.0,1028.0,1024.9,,,11.7,21.2,No,No
2015-04-26,Wollongong,12.5,18.1,6.6,,,SW,57.0,WSW,SW,19.0,30.0,78.0,73.0,1007.7,1010.4,8.0,8.0,14.4,17.2,Yes,Yes
2015-04-26,SydneyAirport,12.5,17.5,8.8,4.0,1.3,SW,52.0,W,SW,20.0,33.0,76.0,73.0,1008.0,1010.5,6.0,6.0,13.9,16.6,Yes,Yes
2015-04-26,Dartmoor,5.2,13.9,3.4,0.8,0.6,SW,30.0,S,SW,2.0,13.0,,,1022.0,1022.1,,,10.9,13.1,Yes,Yes
2015-04-26,Moree,9.5,19.4,0.0,17.2,9.3,SW,52.0,WSW,SW,31.0,33.0,68.0,40.0,1016.1,1014.9,7.0,1.0,12.5,18.7,No,No
2015-04-26,AliceSprings,4.5,21.6,0.0,7.0,11.0,ESE,39.0,SE,SE,19.0,22.0,39.0,24.0,1023.4,1019.5,1.0,0.0,15.1,21.3,No,No
2015-04-26,NorahHead,12.3,18.0,22.4,,,SSW,39.0,WNW,WSW,7.0,11.0,78.0,86.0,1007.8,1009.7,,,14.1,15.5,Yes,No
2015-04-26,MountGambier,8.7,14.9,2.8,0.8,0.6,SW,41.0,WSW,SW,20.0,20.0,83.0,65.0,1022.4,1022.3,8.0,8.0,11.5,13.3,Yes,No
2015-04-26,PearceRAAF,12.4,24.9,0.0,,10.2,E,39.0,ENE,ENE,20.0,19.0,48.0,26.0,1025.6,1022.2,,,16.8,24.5,No,No
2015-04-26,Launceston,9.1,16.9,0.0,,,SSE,28.0,SE,NE,11.0,6.0,63.0,47.0,,,8.0,4.0,10.9,16.0,No,No
2015-04-26,Cobar,7.3,17.9,1.0,5.0,,SW,41.0,WSW,WSW,19.0,28.0,89.0,42.0,1017.9,1017.6,7.0,1.0,10.8,16.8,No,No
2015-04-26,NorfolkIsland,20.5,22.9,0.2,4.2,0.0,N,70.0,N,NNE,26.0,30.0,82.0,88.0,1014.2,1010.8,8.0,8.0,21.7,21.8,No,Yes
2015-04-26,Uluru,8.7,23.4,0.0,,,ESE,33.0,ESE,ESE,20.0,13.0,51.0,25.0,1023.9,1019.6,,,14.3,22.4,No,No
2015-04-26,MelbourneAirport,9.1,16.2,6.8,1.1,2.4,WSW,44.0,SW,SSW,20.0,19.0,92.0,61.0,1018.5,1018.7,7.0,7.0,10.1,14.3,Yes,No
